GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
771,775BNG,775,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Rajshahi,Bogra,Bogra Sadar,Bogra,24.85,89.36,1,United News of Bangladesh,"In Bogra, hartal supporters vandalised a private car and several CNG-run auto-rickshaws at Mofiz Paglar Mor on the Sherpur Road in the district town around 9am on Sunday.",0
771,776BNG,776,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Chittagong,Chandpur,Chandpur Sadar,Chandpur,23.15,90.70,1,United News of Bangladesh,"In Chandpur, BNP supporters torched the Pajero jeep of the executive engineer of Chandpur Roads and Highways Department in the district town on Sunday evening. ",0
771,777BNG,777,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,United News of Bangladesh,BNP supporters set fire to a BRTC bus near Rayerbagh under Jatrabari Police Station in the city around 9:10 am on Sunday.,0
771,778BNG,778,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,United News of Bangladesh,Another bus was torched under Gulistan Flyover near Nagar Bhaban at 9:30am on Sunday by BNP supporters,0
771,779BNG,779,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Civilians (Bangladesh),,7,57,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,United News of Bangladesh,"A bus was torched by blockaders near Ideal School at Banasree around 8:15pm, leaving two passengers, including a woman, injured.",0
771,780BNG,780,01-March-2015,2015,1,Riots/Protests,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party,6,,,0,60,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,3,The Financial Express (Bangladesh),"55th nationwide non-stop blockade coupled with hartal, enforced by BNP-led 20-party alliance.",0
771,781BNG,781,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Civilians (Bangladesh),,7,57,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,United News of Bangladesh,"Meanwhile, at least seven people were injured as militants exploded around 10 crude bombs in Bangshal crossing, Bangabazar, New Market and Dhaka University areas.",0
771,784BNG,784,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,United News of Bangladesh,A bus of 'Shikhar Paribahan' was torched near Gate No-2 of Bangabandhu National Stadium at Gulistan on Sunday evening.,0
771,782BNG,782,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Dhaka,Dhaka,Dhaka,Dhanmondi,23.74,90.38,1,United News of Bangladesh,"Meanwhile, hartal supporters set fire to a stationary microbus in the city's Dhanmondi area around 11:15 am on Sunday.",0
771,783BNG,783,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Civilians (Bangladesh),,7,57,Bangladesh,Rajshahi,Bogra,Dhupchanchia,Dhupchanchia,24.86,89.16,2,United News of Bangladesh,"In Joypurht, Ratan, a bus helper and resident of Islampur village in Dhupchanchia upazila of Bogra district, suffered burn injuries as assailants torched his vehicle at a bus stand in Akkelpur upazila early on Sunday morning. Geo-precision 2 as coordinates are for Dhupchanchia upazila.",0
771,785BNG,785,01-March-2015,2015,1,Battle-No change of territory,BNP: Bangladesh Nationalist Party Militia,,3,Police Forces of Bangladesh,,1,13,Bangladesh,Chittagong,Lakshmipur,Kamalnagar,Kamalnagar,22.73,90.88,1,The Financial Express (Bangladesh) / United News of Bangladesh,"In Lakshmipur, two members of the BNP milita received bullet injuries in a 'gunfight' with police in Kamalnager upazila under Lakshmipur on Sunday night.  A Jubo Dal activist, who sustained bullet injuries during the gunfight died at the Pangu Hospital, in the capital on 11 March.",1
771,786BNG,786,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Chittagong,Lakshmipur,Kamalnagar,Kamalnagar,22.73,90.88,2,United News of Bangladesh,"BNP supporters set three vehicles, including a truck, pickup van and a human hauler, afire on Laxmipur-Kamalnagar road in Kamalnagar upazila headquarters of Laxmipur district on Sunday afternoon. Geo-precision to as coordinates are for Kamalnagar upazila.",0
771,787BNG,787,01-March-2015,2015,1,Remote violence,BNP: Bangladesh Nationalist Party Militia,,3,,,0,30,Bangladesh,Dhaka,Narayanganj,Narayanganj Sadar,Narayanganj,23.61,90.50,1,United News of Bangladesh,"In Narayanganj, two crude bombs were blasted targeting a patrol vehicle of Border Guard Bangladesh in the city's DIT Commercial area around 9:30pm on Sunday. The assilants were supporting the BNP led hartal.",0
771,788BNG,788,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party Militia,5,Police Forces of Bangladesh,,1,15,Bangladesh,Rajshahi,Rajshahi,Rajshahi,Rajshahi,24.37,88.60,1,United News of Bangladesh,A BNP activist received bullet injuries as police opened fire on him while he was trying to flee after hurling petrol bombs at two buses in Shirail bus terminal area in Rajshahi in the mornin.,0
771,789BNG,789,01-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Rajshahi,Rajshahi,Rajshahi,Rajshahi,24.37,88.60,1,United News of Bangladesh,"In Rajshahi, hartal supporters torched two buses of 'Hanif Paribahan' by hurling petrol bombs in Shirail bus terminal of the city around 6am on Sunday.",0
771,790BNG,790,01-March-2015,2015,1,Violence against civilians,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Civilians (Bangladesh),,7,57,Bangladesh,Sylhet,Sylhet,Sylhet Sadar,Sylhet,24.89,91.86,1,United News of Bangladesh,"In Sylhet, alleged blockader set fire to a bus and a truck at Sheola in Beanibazar upazila around 8pm on Sunday, leaving two people burned.",0
771,791BNG,791,02-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Dhaka,Dhaka,Dhaka,Bijoynagar,24.05,91.29,1,United News of Bangladesh,"Hartal supporters set two private cars afire after vandalising those in the city's Bijoynagar area on Monday afternoon on the second day of another spell of 72-hour nationwide hartal, enforced by the BNP-led 20-party alliance. 
Police and witnesses said a group of 10-12 people, three of them wearing masks, exploded 4-5 crude bombs beside Dutch-Bangla Bank of Bijoynagar branch around 4pm.",0
771,792BNG,792,02-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party Militia,5,,,0,50,Bangladesh,Rajshahi,Bogra,Bogra Sadar,Bogra,24.85,89.36,1,United News of Bangladesh,Militants threw crude bombs at the residence of Jatiya Party MP Nurul Islam Omar at Narulia in the district town (Bogra) on Monday night.,0
771,793BNG,793,02-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Rajshahi,Bogra,Bogra Sadar,Bogra,24.85,89.36,1,The Financial Express (Bangladesh),"In Bogra, hartal supporters torched two trucks on the Bogra-Naogaon highway in Arulia area around 5:45am on Monday. 
No injury was reported from the arson attack.",0
771,794BNG,794,02-March-2015,2015,1,Remote violence,Unidentified Armed Group (Bangladesh),,3,,,0,30,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,United News of Bangladesh,Four crude bombs were blasted in Laxmibazar area at Old Dhaka on Monday morning.,0
771,795BNG,795,02-March-2015,2015,1,Riots/Protests,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party,6,,,0,60,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,3,The Financial Express (Bangladesh),"56th nationwide non-stop blockade coupled with hartal, enforced by BNP-led 20-party alliance.",0
771,796BNG,796,02-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Chittagong,Feni,Feni Sadar,Feni,23.01,91.39,1,The Financial Express (Bangladesh),"In Feni, rioters supporting the BNP led hartal torched a passenger bus in Feni on Monday  but no injury was reported from the arson attack.",0
771,797BNG,797,02-March-2015,2015,1,Violence against civilians,BNP: Bangladesh Nationalist Party Militia,,3,Civilians (Bangladesh),,7,37,Bangladesh,Dhaka,Dhaka,Dhaka,Jatrabari,23.98,90.21,1,The New Nation (Bangladesh),At least 10 people were hurt as militants hurled cocktails at a staff bus of Janata Bank in capital's Jatrabari area on Monday morning. The incident happened at around 9.15am in front of Dr. Mahbubur Rahman Molla College. The injured have been admitted to Dhaka Medical College Hospital and local hospitals.,0
771,798BNG,798,02-March-2015,2015,1,Violence against civilians,BNP: Bangladesh Nationalist Party Militia,,3,Civilians (Bangladesh),,7,37,Bangladesh,Dhaka,Dhaka,Dhaka,Jatrabari,23.98,90.21,1,The Financial Express (Bangladesh),"Three passengers of a bus were injured as members of the BNP militia hurled a crude bomb on the vehicle at Bhanga Press in the city's Jatrabari area at around 9:30am on Monday. 
The victims were rushed to the  Dhaka Medical College and Hospital.",0
771,799BNG,799,02-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Civilians (Bangladesh),,7,57,Bangladesh,Rajshahi,Joypurhat,Joypurhat Sadar,Joypurhat,25.09,89.02,1,Bangladesh Government News,"A bus helper sustained burn injuries as assailants torched two standing buses at Akkelpur Bus Terminal in Joypurhat this morning. Ratan, who was sleeping inside his bus, sustained burn injuries in the arson attack.
He was admitted to Bogra Ziaur Rahman Medical College Hospital for treatment.",0
771,800BNG,800,02-March-2015,2015,1,Violence against civilians,BNP: Bangladesh Nationalist Party Militia,,3,Civilians (Bangladesh),,7,37,Bangladesh,Rajshahi,Joypurhat,Joypurhat Sadar,Joypurhat,25.09,89.02,1,The Financial Express (Bangladesh),"A transport worker was burnt when the BNP milita torched two  parked buses in Jaypurhat distric on Monday.
The transport worker later died at the Joypurhat Sadar Hospital.",1
771,801BNG,801,02-March-2015,2015,1,Battle-No change of territory,JeI: Jamaat-e-Islami,,3,Police Forces of Bangladesh,,1,13,Bangladesh,Chittagong,Lakshmipur,Kamalnagar,Kamalnagar,22.73,90.88,2,United News of Bangladesh,"Two activists of Jamaat-e-Islami and Jubo Dal sustained bullet injuries during a 'gunfight' with police at Char Lawrence Berarganj village on Laxmipur-Ramgati road in Kamalnagar upazila early Monday. 
Sensing sabotage, a team of police challenged a group of BNP and Jamaat-Shibir men in the area around 1:00am, said Nasim Miah, Laxmipur assistant superintendent of police.
At one stage, the alleged saboteurs opened fire at the law enforcers, prompting them to retaliate, triggering a 'gunfight'. 
The  Jubo Dal activist died on 11 March in the Hospital.",1
771,802BNG,802,02-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Chittagong,Lakshmipur,Kamalnagar,Kamalnagar,22.73,90.52,1,The Financial Express (Bangladesh),Hartal supporters set fire to several vehicles in Kamalnagar upazila headquarters of Laxmipur district on Monday afternoon.,0
771,803BNG,803,02-March-2015,2015,1,Remote violence,BNP: Bangladesh Nationalist Party Militia,,3,,,0,30,Bangladesh,Dhaka,Dhaka,Dhaka,Khilkhet,23.83,90.42,1,United News of Bangladesh,Militants blasted at least ten crude bombs in Bashundara residential area in Khilkhet of the city on Monday morning.,0
771,804BNG,804,02-March-2015,2015,1,Riots/Protests,Protesters (Bangladesh),Swadhinata Shikhak Parisad,6,,,0,60,Bangladesh,Khulna,Khulna,Khulna,Khulna,22.82,89.55,1,Bangladesh Government News,Swadhinata Shikhak Parisad of Khulna University held a human chain at the campus on Monday to protest the killing of writer Avijit Roy.,0
771,805BNG,805,02-March-2015,2015,1,Riots/Protests,Protesters (Bangladesh),MUJ: Mymensingh Union of Journalists MUJ,6,,,0,60,Bangladesh,Dhaka,Mymensingh,Mymensingh,Mymensingh,24.75,90.40,1,The News Today (Bangladesh),Local jounalists formed a human chain in protest against anarchy and terrorism in the name of hartal and blockade enforced by the BNP Jamaat led 20party opposition alliance. Mymensingh Union of Journalists (MUJ) organised it infront of Mymensingh Press Club today as part of countrywide programme.,0
771,806BNG,806,02-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Rangpur,Panchagarh,Panchagarh Sadar,Panchagarh,26.33,88.55,1,The Financial Express (Bangladesh),Hartal supporters torched two buses in Mithapukur area on Panchagarh-Tentulia highway in Panchagarh on Monday,0
771,807BNG,807,02-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Rangpur,Panchagarh,Panchagarh Sadar,Panchagarh,26.33,88.55,1,The Financial Express (Bangladesh),Suspected blockaders set fire to Awami League offices in Jogdal Bazaar and Tunirhat under the Sadar Upazila on Monday morning.,0
771,808BNG,808,02-March-2015,2015,1,Violence against civilians,Police Forces of India,,8,Civilians (Bangladesh),,7,78,Bangladesh,Khulna,Jessore,Sharsha,Putkhali,23.00,88.87,1,The New Nation (Bangladesh),A cattle trader was wounded seriously in torture by the Indian Border Security Force (BSF) early Monday in Putkhali.,0
771,809BNG,809,02-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Rajshahi,Rajshahi,Rajshahi,Rajshahi,24.37,88.60,1,The Financial Express (Bangladesh),"In Rajshahi, hartal supporters torched two buses by hurling petrol bombs at the Shirail bus terminal in Rajishahi  around 6am on Monday.",0
771,810BNG,810,03-March-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Civilians (Bangladesh),,7,57,Bangladesh,Rangpur,Panchagarh,Boda,Boda,26.19,88.55,2,United News of Bangladesh,A bus and a truck were set afire by BNP supporters in Bogdulbazar area of Boroshoshi union in Boda upazila early Wednesday during the countrywide hartal enforced by the BNP-led 20-party alliance. Driver and helper of both vehicles were injured. Geo-precision 2 as coordinates are for Boda upazila.,0
771,811BNG,811,03-March-2015,2015,1,Violence against civilians,Unidentified Armed Group (Bangladesh),,3,Civilians (Bangladesh),,7,37,Bangladesh,Sylhet,Comilla,,Debidwar,23.60,90.98,1,United News of Bangladesh,"Comilla, a truck driver and his helper sustained injuries as an armed group hurled a petrol bomb at the vehicle in Debidwar upazila around 8pm on Tuesday .",0
771,812BNG,812,03-March-2015,2015,1,Remote violence,BNP: Bangladesh Nationalist Party Militia,,3,Civilians (Bangladesh),,7,37,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,United News of Bangladesh,"At least seven people, including two rickshaw-pullers, sustained splinter injuries as several crude bombs were exploded in the city's Shahbagh, Shantinagar, Fakirerpool and DMCH areas on Tuesday evening. No information was given on the nature of the armed group, but it can be assumed that they are were supporters of the BNP alliance.",0
771,813BNG,813,03-March-2015,2015,1,Remote violence,Unidentified Armed Group (Bangladesh),,3,,,0,30,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,United News of Bangladesh,Three crude bombs were exploded near Bakshibazar special court  on Wednesday morning during the hearing on two petitions filed by BNP Chairperson Khaleda Zia seeking the withdrawal of warrant issued for her arrest in two graft cases. The identity of the armed group has not been revealed in this case. Both supporters of the BNP or the AL could be responsible for the attack.,0
771,814BNG,814,03-March-2015,2015,1,Riots/Protests,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party,6,,,0,60,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,3,The Financial Express (Bangladesh),"57th nationwide non-stop blockade coupled with hartal, enforced by BNP-led 20-party alliance.",0
771,817BNG,817,03-March-2015,2015,1,Violence against civilians,BNP: Bangladesh Nationalist Party Militia,,3,Civilians (Bangladesh),Bangladesh Awami League,7,37,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,United News of Bangladesh,At least four people were injured as members of the BNP exploded a crude bomb amongst a protest rally of the ruling Awami League-led 14-party alliance in the city's Hazaribagh area on Wednesday.,0
